subject_id,sleep_stage,is_rem,C3_hjorth_complexity,C3_hjorth_mobility,C3_rel_power_alpha,C3_rel_power_beta,C3_rel_power_delta,C3_rel_power_sigma,C3_rel_power_theta,C3_spectral_entropy,C4_hjorth_complexity,C4_hjorth_mobility,C4_rel_power_alpha,C4_rel_power_beta,C4_rel_power_delta,C4_rel_power_sigma,C4_rel_power_theta,C4_spectral_entropy,F3_hjorth_complexity,F3_hjorth_mobility,F3_rel_power_alpha,F3_rel_power_beta,F3_rel_power_delta,F3_rel_power_sigma,F3_rel_power_theta,F3_spectral_entropy,F4_hjorth_complexity,F4_hjorth_mobility,F4_rel_power_alpha,F4_rel_power_beta,F4_rel_power_delta,F4_rel_power_sigma,F4_rel_power_theta,F4_spectral_entropy,F7_hjorth_complexity,F7_hjorth_mobility,F7_rel_power_alpha,F7_rel_power_beta,F7_rel_power_delta,F7_rel_power_sigma,F7_rel_power_theta,F7_spectral_entropy,F8_hjorth_complexity,F8_hjorth_mobility,F8_rel_power_alpha,F8_rel_power_beta,F8_rel_power_delta,F8_rel_power_sigma,F8_rel_power_theta,F8_spectral_entropy,Fp1_hjorth_complexity,Fp1_hjorth_mobility,Fp1_rel_power_alpha,Fp1_rel_power_beta,Fp1_rel_power_delta,Fp1_rel_power_sigma,Fp1_rel_power_theta,Fp1_spectral_entropy,Fp2_hjorth_complexity,Fp2_hjorth_mobility,Fp2_rel_power_alpha,Fp2_rel_power_beta,Fp2_rel_power_delta,Fp2_rel_power_sigma,Fp2_rel_power_theta,Fp2_spectral_entropy,O1_hjorth_complexity,O1_hjorth_mobility,O1_rel_power_alpha,O1_rel_power_beta,O1_rel_power_delta,O1_rel_power_sigma,O1_rel_power_theta,O1_spectral_entropy,O2_hjorth_complexity,O2_hjorth_mobility,O2_rel_power_alpha,O2_rel_power_beta,O2_rel_power_delta,O2_rel_power_sigma,O2_rel_power_theta,O2_spectral_entropy,T5_hjorth_complexity,T5_hjorth_mobility,T5_rel_power_alpha,T5_rel_power_beta,T5_rel_power_delta,T5_rel_power_sigma,T5_rel_power_theta,T5_spectral_entropy,T6_hjorth_complexity,T6_hjorth_mobility,T6_rel_power_alpha,T6_rel_power_beta,T6_rel_power_delta,T6_rel_power_sigma,T6_rel_power_theta,T6_spectral_entropy,emg_rms,eog_kurtosis,eog_std
EPCTL09,Wake,0,1.5644402719020911,0.4989286650361019,0.0642246570746037,0.3915939560769025,0.3848184449003466,0.0454244478453945,0.0921947177583822,0.7175751296431359,1.6344467443570498,0.4771251393296788,0.0602684888195715,0.3653237256781187,0.424702024846633,0.0423043524854382,0.0873911644984611,0.7036174623245622,2.916220219078147,0.2470396494410497,0.0255799246379104,0.1462831160055612,0.7067840119660513,0.0086158460063356,0.1055505926335063,0.5268472718421642,2.4757867585350755,0.3013574346265263,0.0221151539202252,0.1412097578883882,0.7314389393050069,0.0135479605366434,0.0766318923264999,0.5677871568795597,3.4396974814457173,0.2136167153266065,0.0081317094405623,0.0796100093521522,0.8523217362853477,0.0031689636328821,0.0513676750722613,0.4801379862733222,2.806618664463546,0.2609818757954107,0.0171050142159825,0.1591521705176831,0.7551755079141157,0.0103407689340328,0.0521223077457594,0.5170338504713025,5.2824330531173365,0.124114895045746,0.014710311881809,0.0233146685887771,0.8298409848710838,0.002969671939998,0.1281707030828999,0.407988365962796,5.055111610147806,0.1318693835031664,0.0154354676498809,0.0277698986621559,0.8318392660137027,0.0034030758346351,0.1200831037293306,0.4091365679178618,1.7255986061561444,0.4185542245844365,0.0744207298860801,0.3092308999877363,0.447678815414653,0.0592334301447749,0.0957413980372095,0.704174490806734,1.7234576507335353,0.4223288410408754,0.0805994657925085,0.2995434215550702,0.4481949449006557,0.0580223542418388,0.1033761941920309,0.7028041910494507,1.6327476255929452,0.4498414389151271,0.0881042657856046,0.366746949957354,0.3989996549912712,0.0562773890780364,0.0750320053520255,0.7259330894563226,1.5307867345864128,0.4851788719747428,0.0783161425760286,0.3832504968326063,0.3943219595322584,0.0530082328330703,0.070390037975646,0.728329474671994,28.22623764429835,2.521160057956683,108.59418537281054
EPCTL09,Wake,0,1.87154376690498,0.4010951501152789,0.0704335101066814,0.2580904295224681,0.5635067045897626,0.0298203668444107,0.0696636383258141,0.6535022619069075,2.9642215601529696,0.2504181211364595,0.0418468585498962,0.1729163581923984,0.7083915433675196,0.02131177338617,0.0505203882216927,0.5105613466530137,5.04348488218934,0.137698822999584,0.0245780661215799,0.0300264768460138,0.8785241697213478,0.0062187710785592,0.0592807991520368,0.3649924961730787,3.9198355690042215,0.1759372765565323,0.0249635660818979,0.0682995150676013,0.8240482845388973,0.0108944317491491,0.0701236021267945,0.432822120689359,5.993758644244584,0.1177110671514641,0.0070454529604936,0.0201339469327671,0.9387551408644818,0.0028657719268936,0.0305247804735998,0.3291802456520126,5.289223972701779,0.1314646066438821,0.0114405936333437,0.0305592776469913,0.9191007992585236,0.0064073920080142,0.0319200950077377,0.4249699677954339,7.082314266944068,0.0784332976761494,0.0134190149276698,0.0067086386974092,0.904636433713066,0.0023429596371918,0.0727481906895844,0.3435672018787854,7.312930662064478,0.0800964500792268,0.0097480813445949,0.0079504160199863,0.9180658024068626,0.0020224608947485,0.0620354280205609,0.331190502763386,2.3995273622171798,0.2689881819347768,0.080316871654424,0.1738778184248549,0.5642738649130973,0.0834444158065648,0.0938505332394026,0.625693562364021,2.281977520657741,0.3034078193577435,0.0848235661268326,0.1922992427280745,0.5862094233911546,0.045475824273376,0.0875780880073702,0.6498361378921043,1.8539717413086136,0.3687184804623247,0.1030835643372162,0.2911671538171117,0.4233607938408871,0.0787434647531802,0.0969180384272954,0.7043236432023088,2.0038398827372843,0.3497334054413178,0.1233130569852146,0.2538900435928039,0.492375179128835,0.0522896210347202,0.0734301098482279,0.6912221535388502,7.09483657036514,12.305041434021732,62.2859874471952
EPCTL09,Wake,0,1.7370159094708166,0.4088126446701575,0.1033974028753207,0.2848340707181103,0.4376255422516757,0.0759121653724624,0.0890867161870011,0.7158154936090847,1.732354852293954,0.4100360130227662,0.1051080690668035,0.2875896428218057,0.430199741369642,0.0766072121568411,0.0912047163970162,0.71683845271188,3.184240660247189,0.2014416315956562,0.0371405604414185,0.0594527518597943,0.7767258342039338,0.015176925789623,0.1097731257571481,0.5022047691638382,2.5641658160977165,0.2628137894437561,0.0537192903385993,0.1167393473497068,0.677513844969452,0.0173723868768841,0.1327502000032193,0.5525026940645551,3.810286725052944,0.1785328564212636,0.0150663002060152,0.0389100448348008,0.8528775594505267,0.0069755259470531,0.0851541429926147,0.4608889896195901,3.215005408839791,0.2052357321521835,0.0357213923534226,0.101510127346636,0.71926150425813,0.0222129125134544,0.1195094533790291,0.5117370837629228,5.117568012747721,0.1028365686224404,0.0170920213936177,0.0105629017530878,0.8490104330992179,0.003876650192175,0.1192288118843128,0.4072058418131854,5.081538399358932,0.1106338677710352,0.0197496922848226,0.0128959036092782,0.8395750679413533,0.0049794951142711,0.122571944448677,0.412346900638793,1.998821297454257,0.3111373820530047,0.1403911568172206,0.2048503319463604,0.5035707184944885,0.052587334173589,0.0961810594174785,0.6292881691394709,1.910843559757746,0.3321538012088022,0.142621846937452,0.2233560491067558,0.4706690573601673,0.0674689727570645,0.0910970879683338,0.6450389946726075,1.789941154830645,0.3525028594372232,0.1338267527393266,0.268402946996724,0.4484905313228449,0.0666889179569302,0.0784194260250457,0.6650486692964164,1.7865121024198505,0.3590662783150803,0.1678400555218316,0.2418419490049722,0.4091591137280528,0.0923060369051882,0.083941041272306,0.6742703790583721,9.939398215801404,5.059586060607384,38.04899006946775
EPCTL09,Wake,0,1.5119282780666876,0.4867492304040722,0.0827226591717399,0.4535959949561574,0.3217919739193235,0.0415796449889377,0.0914335420191802,0.7346945391272854,1.515465500497711,0.4856191420947726,0.0827212525374077,0.454840861817875,0.3225565911832577,0.0405012423808653,0.0906749380321506,0.7345635012813756,3.353974552219813,0.2021500530511744,0.0343466129316525,0.0568032513172475,0.7781929107582652,0.0065721216455203,0.1222266627981761,0.4858719454069917,2.8929184691465264,0.2360982253741628,0.0400201533570515,0.0780918966860953,0.7568468575595688,0.01043529365627,0.1123721751923998,0.5132913076342264,4.041101887868716,0.167807047694364,0.0200126994992804,0.0485695774828702,0.8024224909613081,0.0053508348019477,0.1229403735548157,0.4452922160513823,3.043720070854083,0.2301126704542784,0.0376887492490646,0.08570758087374,0.7827780875431148,0.012384998480024,0.0795703055710884,0.4925274800613747,4.930955611890104,0.0982080578833362,0.0228290557592892,0.0075880532999901,0.8214990817504417,0.0026197589610005,0.1452851679745999,0.408762987327226,5.0585526062405135,0.1048626198240961,0.0227220219380176,0.0104273220868021,0.8268153185788736,0.0028318696989654,0.1370299867057924,0.4092773241499443,1.8494089723276927,0.3676795804080478,0.1043969948920382,0.2504945547490302,0.4970824157872529,0.0610036596809472,0.083683283369084,0.6576096964287756,1.8397176033856608,0.3618868339513713,0.0981902975563073,0.248365743748699,0.5000005933678868,0.058930467086502,0.0882803961204394,0.659321450440071,1.8670154456199055,0.3391224819427248,0.1100893232952975,0.260330010836814,0.4723743337432861,0.0600158010121,0.0947274789964228,0.6512643121645387,1.8325518669714305,0.3421304894538097,0.1346919682945999,0.2547143208546934,0.457529799241012,0.0545622735787585,0.092775979240781,0.6596836712226147,15.463612012161532,6.255223852524907,39.168281873101954
EPCTL09,Wake,0,1.6038051716480692,0.4477068975056997,0.0683431597823571,0.3412926013500361,0.4681028356778948,0.0330991170099692,0.0812156783979967,0.7219320540305204,1.6114132632184817,0.4457235323919242,0.0684637392793497,0.3371679131415756,0.4730603607139055,0.0328819159106401,0.0805209510760098,0.7212377110472152,3.719714795528435,0.1825394632606769,0.0397894856197174,0.0685548501522398,0.7766289898245049,0.0091195547415637,0.1040484283769614,0.4630288742960348,3.0931114130920494,0.2208087495729268,0.0425554658301743,0.1005577992124235,0.7453593984582845,0.012363366335753,0.096785817665871,0.5008522439431059,3.487835214500925,0.2014714140061931,0.0278384396106775,0.062291978785279,0.8036752281164578,0.0087959717299903,0.0959575722915539,0.4712717472073713,3.371096388619799,0.2017753019498625,0.0323704904854373,0.0819817559238397,0.7947917386922193,0.0154570638749948,0.0718707227886106,0.4884363781554107,6.237969223753489,0.088225287067525,0.0263621896764504,0.0123407990467892,0.8374296446823171,0.0038330064059135,0.1197587391333795,0.3798655014892411,6.249874510939332,0.0905288426792645,0.0250732990561576,0.0130919357866609,0.8463260054146196,0.0041991738826716,0.1108584935893417,0.3759628375452952,1.766811094887507,0.3927587051689165,0.1086884566635187,0.281149894161641,0.4117290202526393,0.0668418136138778,0.1264809673724861,0.6905412523148329,1.8347668474991763,0.3622273770522891,0.1184004082004246,0.2521030848371464,0.4244904247388051,0.0645011105574336,0.1361298332239158,0.6773130646002286,1.914438078154382,0.3330052493443887,0.1036484834399422,0.2323520804902503,0.4764577464980596,0.0656712808934799,0.1179075117008303,0.6560174906291323,1.8907694968272355,0.3388988850541993,0.1153390403089744,0.2326339786395524,0.4875230943104338,0.0580511687311784,0.1020082826415094,0.6678218784956712,11.140141539972031,0.7618157342796945,51.10155349875146
EPCTL09,Wake,0,2.036727429293862,0.3591956303827305,0.0433827170302849,0.207406745397484,0.6786408706498481,0.0193696046437084,0.0394358495706251,0.634918126556161,2.0340261988721284,0.3596689298654716,0.0439357937488622,0.2078693114458018,0.677627091189892,0.0193124427439729,0.0397112937698949,0.6362858228374133,4.507254046067077,0.1539743605521855,0.0134145899594737,0.0298367766848069,0.8816769729873044,0.0044360882301219,0.0696661976362048,0.4226652484948008,3.52125754756005,0.1979440561396894,0.0150578425652907,0.0578355030439492,0.8323813699012499,0.0081362308029048,0.0856559349870365,0.4713151705381072,5.01665626628737,0.1477717557068562,0.0098886615416387,0.0206969554915915,0.9132199031862852,0.0032346667293133,0.0523491553455969,0.37659176357516,4.804794741933111,0.1480844549121372,0.0111321958565226,0.0278376422471364,0.9203817061553498,0.0053399100905576,0.0343791914207935,0.3943927573273681,7.017380106820764,0.074853370504077,0.0094034920031228,0.004732562857651,0.9074710083447642,0.0011807945352647,0.0770971260085475,0.357157862385107,7.032033358866843,0.0784931126008348,0.008554353415827,0.0051852878444209,0.9116404539991316,0.001297438158186,0.0731879855033318,0.355204548212192,1.695405176406326,0.4150606158252496,0.0931199903434214,0.2968884902358852,0.4525858137369568,0.0777744008697189,0.068940243495206,0.7167073422020556,1.832916500346424,0.3749601499322105,0.0768105153646126,0.2691613308300766,0.5028118183757935,0.074319108364293,0.0639310513753929,0.6962720130914675,1.7349817254620357,0.3954991870689252,0.1114515614608371,0.3042876276676122,0.418471920713541,0.0724572257836058,0.0883989090271811,0.7055611908873392,1.9868030633478888,0.3420955184457621,0.0563435641763542,0.2357118087352394,0.5855201512735084,0.0522305643336527,0.0631693409744269,0.6703278630693472,12.42302397434721,1.352062967361784,105.75868743738091
EPCTL09,Wake,0,2.5253184137586,0.295984179022118,0.0333126446509999,0.1738503966573173,0.7194242526818764,0.0267131788812919,0.036721445461489,0.6188354802670001,2.532358414595365,0.2950997646499044,0.0332459171567123,0.1736259048646938,0.7204320479061885,0.0266197589573539,0.0362713036905653,0.6183011465593117,4.523000636063026,0.1546483511601414,0.0243353739844561,0.0342332444166907,0.8549954081568022,0.0062827407097851,0.0796367835959436,0.4531891609265304,3.248369345891335,0.212362916359108,0.0308800654939171,0.0795107785952663,0.7861288171978228,0.0138591936725898,0.0868308484144633,0.5145950018253472,6.6608906698741706,0.1047776609469536,0.008898420752805,0.0301669211555938,0.9120154602712228,0.0034586973302993,0.0447776318316591,0.3981720833712607,4.192820185866894,0.1723886930701431,0.0157472848832032,0.0618219860343471,0.8643376423108712,0.0096919483860144,0.0458204283788031,0.4676265365987543,6.2073883082463865,0.0834448238871415,0.0140248935384116,0.0061129048246795,0.8864557183522547,0.0027211021468721,0.090559859805056,0.3948354866995924,5.90114006470555,0.0932445147791671,0.0157329864751634,0.0090887423455464,0.8769837912595155,0.0033706316582837,0.0945538669871216,0.3992477634763119,1.7360026451757535,0.4047084505887987,0.1421193452078397,0.2445236721009119,0.4550531522905525,0.0832011854468027,0.068902882948411,0.7020324544712789,1.7885146821732725,0.3891500801548772,0.1359291810035251,0.2209274206805943,0.4621104852185713,0.1063685480166264,0.0704786537580001,0.6942352013534044,1.7523327148045005,0.3988912188736492,0.134628194120091,0.3050424959012598,0.4199748985794684,0.0670940914601921,0.0668874462141996,0.712558687604264,1.7855681374579329,0.3916224521212709,0.110061286404633,0.2462353974063856,0.4996016298199247,0.0684332942143812,0.0696697484391194,0.6948623431448117,20.059517191761064,9.89412918510875,107.406754079169
EPCTL09,Wake,0,1.6638740001551875,0.4534495402190905,0.0449841005186871,0.3060768251758673,0.5325117748297193,0.0325341156454934,0.0726451064940739,0.6983952889283623,1.6660992503531418,0.4525426334948829,0.0442417619025541,0.3039646854057388,0.5349886633890633,0.0321024526842222,0.0735373523925523,0.6983950148692025,3.933497107139624,0.1755628791604474,0.0174661369060259,0.0304929598921957,0.8174573895357529,0.003941679745581,0.1297043007646582,0.4467844584741313,3.2738326302350536,0.2112163492000246,0.0299017479780277,0.0594971242888332,0.7773925271278522,0.0086351234499803,0.1229177173092084,0.4950205040435901,3.992183764017614,0.1741351807517152,0.0154631150559244,0.0325205093067024,0.825249535772743,0.0044286997149142,0.1210095177740258,0.4479761394455655,3.361229866377768,0.211565797354702,0.0227700430385421,0.0724521047810826,0.8066010554690765,0.0130782488839897,0.0826887566071149,0.5195144475871261,5.076100996625039,0.0854394549703528,0.016487275408368,0.004177237715485,0.8436075049207818,0.0027383877119763,0.132867639532982,0.3848612358031456,5.370184018271744,0.0962353477199563,0.0176205715945258,0.0068195477012036,0.8446165427449818,0.0031864934258015,0.1275336957510805,0.3928886891848603,1.9771995069960613,0.338774541188955,0.111943306815342,0.2212037086294127,0.4980055446549404,0.0617377951970759,0.102732024169392,0.6516622796929911,2.048211822168714,0.3016891507113886,0.1100589117144462,0.2087402362407899,0.5184985962379738,0.0590345636382271,0.1013578005018484,0.6362776669630061,1.8413868153171984,0.3518183000854729,0.107138911578112,0.2596252639287055,0.4780740766000244,0.064752995708902,0.0855531567648762,0.6641418913408326,1.9934505170228949,0.3195321039102914,0.0885698687417548,0.2290612158550687,0.5311689187715439,0.0510097191348854,0.0979898356489534,0.6390483986998426,14.372166556915658,2.5266092994181,59.31045031324455
EPCTL09,Wake,0,1.86802847762252,0.3910553654452084,0.0580758891028775,0.2829049972229155,0.5456945439583152,0.0357573075536945,0.0665005618973072,0.6782772517809407,1.868027198490921,0.3911135943329031,0.0583480544718965,0.2833413593268248,0.5450373067352113,0.0360453468481614,0.0663297559271068,0.678511813570118,3.8901032084191542,0.1704079430377612,0.0189286735241189,0.0426008784759573,0.8314546929038826,0.0053589671839378,0.1008072363055279,0.4518779534367573,2.7905166223846942,0.2494408942068661,0.0297762661506522,0.0913768358069657,0.7525923111367715,0.0108041246561601,0.1126700851668029,0.5255878184909364,4.921028601325723,0.1354648232386787,0.0136531406335972,0.0252042738457078,0.8721175830856366,0.0033121766450385,0.0850087117135474,0.4106274935322189,3.544897137736412,0.1949269114535754,0.0182714388173334,0.0730919722162371,0.8413034637464665,0.0090488199138789,0.0568622042059392,0.4879908185289039,5.480610519366951,0.0904360882495482,0.0130284180433734,0.0055122520972968,0.87124822982118,0.001784026519791,0.1083211329909912,0.3860521786674561,5.392086042399764,0.1009506775193602,0.0132912069799021,0.0087235867204449,0.8674981939504975,0.0020279831295024,0.1083044528082676,0.393564257925512,1.7418475819986865,0.3897298288227997,0.0978146427265607,0.2735649545585635,0.4680172983470452,0.0668934058052455,0.0892845817033697,0.6910933812400333,1.7769397951146402,0.3765274993120199,0.1125560633813713,0.2475910837934994,0.4689158594250784,0.071936320377957,0.0950340261452873,0.6820127135985663,1.7614693733312998,0.3627955695044413,0.1011355922551193,0.2821577841665246,0.464873602592626,0.0644740422830707,0.0844030003248634,0.6753659845678756,1.723983373163214,0.3884520993432827,0.1074178500229032,0.3038400520658711,0.4422902091321802,0.0662507443989173,0.078177933531282,0.6880904960250029,13.525935176207431,2.4149666001986656,58.95560993325762
EPCTL09,Wake,0,2.402159425498108,0.2895912286840018,0.0567712016278404,0.1710035043548451,0.6640783708699917,0.0474637377903313,0.0563321062002819,0.6184622173309249,2.3874493333251303,0.2917956983373803,0.0558001830921859,0.1734038809173456,0.662867620983483,0.0468643717614656,0.0566879993939536,0.6203611774485174,4.2372014360458445,0.1506994703612279,0.0255205241988494,0.0424767654223322,0.7940350839676211,0.0094595079576294,0.127230989123805,0.4402460437646467,3.5164783819444447,0.1945961914049144,0.0303057827119396,0.0550923715270292,0.7933350304902356,0.0119845798796948,0.1077302133377104,0.4739215830360733,4.8373089045440505,0.1344828462367792,0.0178966655352735,0.0323561900718523,0.8553772903738461,0.0059327355146826,0.0878067485265321,0.4182852190868596,5.321438435134392,0.1231381556462958,0.0152121096867058,0.0274826746901703,0.9110591347630592,0.0047171947453071,0.0410346913411842,0.3940069989175114,5.421315623261075,0.0969360032638129,0.0225678247752857,0.0096997653133875,0.8245536388462832,0.0036615811714371,0.1392421710518413,0.3840364428980462,5.589746782986536,0.0963683776049337,0.0222756814522242,0.0102277430907373,0.8357336756436522,0.0038826501696686,0.1275942721110146,0.3807909181722579,1.5528608151195924,0.4612893041874172,0.1130283657876784,0.3085137813948652,0.3857338635037218,0.0825492850006324,0.0968618751183461,0.726248465067575,1.6797250065641045,0.4165384177593805,0.0896846995117876,0.2875989650180529,0.4337695894947889,0.0944101995963584,0.0875734750691465,0.703627799770652,1.7913557662412647,0.3695926581539642,0.1066499670427897,0.2273024584246185,0.4711301687787407,0.0834235035905013,0.104582896345837,0.6784518781788526,1.6830472981475482,0.4094267916547408,0.0823348334604596,0.3104411429399011,0.4269936699994549,0.1037742126453033,0.0701129935092566,0.6984823811739085,10.512398401702004,1.0730137593476348,84.09417057132737
